CourseTitle,display,Description,CourseURL,Comp01,Comp01Level,Comp02,Comp02Level,Comp03,Comp03Level,Comp04,Comp04Level,Comp05,Comp05Level,Comp06,Comp06Level,Comp07,Comp07Level,Comp08,Comp08Level,Comp09,Comp09Level,Comp10,Comp10Level,Comp11,Comp11Level,Comp12,Comp12Level,Comp13,Comp13Level,Comp14,Comp14Level,Comp15,Comp15Level,Comp16,Comp16Level,Comp17,Comp17Level,Comp18,Comp18Level,Comp19,Comp19Level,Comp20,Comp20Level,Comp21,Comp21Level,TRAINURL,DateEdited,UserEdited,CourseID,Format,Cost,Duration,email,subjArea1,SubjArea2,subjArea3,original
Introduction to Assessment,1,"This presentation by Rachel Stevens, EdD, Clinical Professor, North Carolina Institute of Public Health and Senior Faculty Advisor at the North Carolina Center for Public Health Preparedness, gives the viewer an introduction to assessment. The educational objectives include: name the 10 essential public health services and understand how assessment relates to them; understand the purposes of community assessment; be able to create an assessment profile of your community; and explain the concept of upstream thinking and give an example from your area of practice.",http://cphp.sph.unc.edu/training/HEP_ASSESS/certificate.php,1A1,A,6A3,A,1B1,,6B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,Web-based Course,Free,1 hour,,11,33,,0
Alzheimer's Disease - A Public Health Update,1,"Over 330,000 New York residents have Alzheime⁲_x0019_s disease or related disorders. With the elderly population increasing significantly the issues associated with Alzheime⁲_x0019_s disease may be overwhelming. Currently in NYS, 70 percent of the persons with Alzheime⁲_x0019_s disease reside in the community and 75 percent of their care is provided by family caregivers. In this session, Earl Zimmerman, MD will provide an overview of Alzheime⁲_x0019_s disease, describing the role and importance of primary care in early detection and treatment, and discuss emerging research. Mary Mittelman, DrPH will discuss the results of several of her studies, illustrating the positive effects of delaying admission to nursing homes by providing care to patients with Alzheime⁲_x0019_s disease in the community and support to caregivers.",http://www.albany.edu/docs.sph/coned/t2b2alzheimers.htm,1A1,A,5A1,,1B1,,5B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,Satellite Broadcast,Free,1 hour,,23,37,32,0
Environmental Exposure,1,"People tend to be concerned about the possibility of health effects from exposure to hazardous chemicals in the environment. As public health professionals it's important for us to be able to understand and clearly convey concepts about exposure to the public, especially as it relates to contaminated sites such as hazardous landfills. This presentation provides an overview of exposure, the terms and concepts used in exposure assessment and a brief introduction to quantifying exposure.",http://www.albany.edu/sph/coned/phlexposure.htm,1A1,A,5A1,,1B1,,5B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,Web-based Course,Free,1 hour,,7,19,13,0
Environmental Series: Evaluating Soil Vapor Intrusion in New York State,1,"Soil vapor intrusion, the process by which volatile chemicals move from a subsurface source into the indoor air of overlying buildings, has recently emerged as a public health concern at many hazardous waste sites throughout New York State and across the Country. This program will provide an overview of soil vapor intrusion as well as insight into how public health and environmental officials are evaluating and addressing exposures related to soil vapor intrusion.

Objectives:

Upon completion of this broadcast, the audience should be able to:

(1) Provide a basic overview of what soil vapor intrusion is and why it is an issue. 

(2)Describe New York State's general approach to evaluating and addressing soil vapor intrusion. 

(3)Identify key differences between New York State's approach and those of other State and Federal agencies. 

(4) Describe materials that have been developed by New York State related to this issue and where these materials can be obtained.Soil vapor intrusion, the process by which volatile chemicals move from a subsurface source into the indoor air of overlying buildings, has recently emerged as a public health concern at many hazardous waste sites throughout New York State and across the Country. This program will provide an overview of soil vapor intrusion as well as insight into how public health and environmental officials are evaluating and addressing exposures related to soil vapor intrusion.

Objectives:

Upon completion of this broadcast, the audience should be able to:

(1) Provide a basic overview of what soil vapor intrusion is and why it is an issue. 

(2)Describe New York State's general approach to evaluating and addressing soil vapor intrusion. 

(3)Identify key differences between New York State's approach and those of other State and Federal agencies. 

(4) Describe materials that have been developed by New York State related to this issue and where these materials can be obtained.Soil vapor intrusion, the process by which volatile chemicals move from a subsurface source into the indoor air of overlying buildings, has recently emerged as a public health concern at many hazardous waste sites throughout New York State and across the Country. This program will provide an overview of soil vapor intrusion as well as insight into how public health and environmental officials are evaluating and addressing exposures related to soil vapor intrusion.

Objectives:

Upon completion of this broadcast, the audience should be able to:

(1) Provide a basic overview of what soil vapor intrusion is and why it is an issue. 

(2)Describe New York State's general approach to evaluating and addressing soil vapor intrusion. 

(3)Identify key differences between New York State's approach and those of other State and Federal agencies. 

(4) Describe materials that have been developed by New York State related to this issue and where these materials can be obtained.Soil vapor intrusion, the process by which volatile chemicals move from a subsurface source into the indoor air of overlying buildings, has recently emerged as a public health concern at many hazardous waste sites throughout New York State and across the Country. This program will provide an overview of soil vapor intrusion as well as insight into how public health and environmental officials are evaluating and addressing exposures related to soil vapor intrusion.

Objectives:

Upon completion of this broadcast, the audience should be able to:

(1) Provide a basic overview of what soil vapor intrusion is and why it is an issue. 

(2)Describe New York State's general approach to evaluating and addressing soil vapor intrusion. 

(3)Identify key differences between New York State's approach and those of other State and Federal agencies. 

(4) Describe materials that have been developed by New York State related to this issue and where these materials can be obtained.Soil vapor intrusion, the process by which volatile chemicals move from a subsurface source into the indoor air of overlying buildings, has recently emerged as a public health concern at many hazardous waste sites throughout New York State and across the Country. This program will provide an overview of soil vapor intrusion as well as insight into how public health and environmental officials are evaluating and addressing exposures related to soil vapor intrusion.

Objectives:

Upon completion of this broadcast, the audience should be able to:

(1) Provide a basic overview of what soil vapor intrusion is and why it is an issue. 

(2)Describe New York State's general approach to evaluating and addressing soil vapor intrusion. 

(3)Identify key differences between New York State's approach and those of other State and Federal agencies. 

(4) Describe materials that have been developed by New York State related to this issue and where these materials can be obtained.Soil vapor intrusion, the process by which volatile chemicals move from a subsurface source into the indoor air of overlying buildings, has recently emerged as a public health concern at many hazardous waste sites throughout New York State and across the Country. This program will provide an overview of soil vapor intrusion as well as insight into how public health and environmental officials are evaluating and addressing exposures related to soil vapor intrusion.

Objectives:

Upon completion of this broadcast, the audience should be able to:

(1) Provide a basic overview of what soil vapor intrusion is and why it is an issue. 

(2)Describe New York State's general approach to evaluating and addressing soil vapor intrusion. 

(3)Identify key differences between New York State's approach and those of other State and Federal agencies. 

(4) Describe materials that have been developed by New York State related to this issue and where these materials can be obtained.Soil vapor intrusion, the process by which volatile chemicals move from a subsurface source into the indoor air of overlying buildings, has recently emerged as a public health concern at many hazardous waste sites throughout New York State and across the Country. This program will provide an overview of soil vapor intrusion as well as insight into how public health and environmental officials are evaluating and addressing exposures related to soil vapor intrusion.

Objectives:

Upon completion of this broadcast, the audience should be able to:

(1) Provide a basic overview of what soil vapor intrusion is and why it is an issue. 

(2)Describe New York State's general approach to evaluating and addressing soil vapor intrusion. 

(3)Identify key differences between New York State's approach and those of other State and Federal agencies. 

(4) Describe materials that have been developed by New York State related to this issue and where these materials can be obtained.Soil vapor intrusion, the process by which volatile chemicals move from a subsurface source into the indoor air of overlying buildings, has recently emerged as a public health concern at many hazardous waste sites throughout New York State and across the Country. This program will provide an overview of soil vapor intrusion as well as insight into how public health and environmental officials are evaluating and addressing exposures related to soil vapor intrusion.

Objectives:

Upon completion of this broadcast, the audience should be able to:

(1) Provide a basic overview of what soil vapor intrusion is and why it is an issue. 

(2)Describe New York State's general approach to evaluating and addressing soil vapor intrusion. 

(3)Identify key differences between New York State's approach and those of other State and Federal agencies. 

(4) Describe materials that have been developed by New York State related to this issue and where these materials can be obtained.",http://www.albany.edu/docs.sph/coned/phlsvi.htm,1A1,A,5A1,,1B1,,5B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,Web-based Course,Free,1 hour,,7,13,11,0
Environmental Series: Human Health Effects of Lead,1,Lead has no biological function but has harmful effects on multiple organ systems. The most serious effect of low concentrations of lead is on the brain where lead causes and irreversible reduction of IQ and behavioral changes. Dr. Carpenter will explain why there is no concentration of lead that is safe.,http://www.albany.edu/docs.sph/coned/phllead.htm,1A1,A,5A1,,1B1,,5B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,Web-based Course,Free,1 hour,,7,32,13,0
Connecting Children and Families to Health Care Coverage,1,"Ensuring that all children and adolescents have access to comprehensive affordable health insurance coverage is at the top of Governor Spitzer's health agenda. This session will look at who New York's uninsured are, describe the State's campaign to provide access to health insurance for all children and eligible adults and highlight initiatives underway that will make it easier for families to apply for and renew their coverage. It will also describe a collaborative partnership in the City of Rochester, NY to increase insurance coverage for school students and their families.



Objectives

At the conclusion of the presentation, the participants will be able to: 

(1) Describe trends in health insurance coverage in New York State.

(2) Apply available tools to facilitate enrollment in state health insurance programs.

(3) Describe ways that health organizations can collaborate with schools to assist families enroll in health insurance programsEnsuring that all children and adolescents have access to comprehensive affordable health insurance coverage is at the top of Governor Spitzer's health agenda. This session will look at who New York's uninsured are, describe the State's campaign to provide access to health insurance for all children and eligible adults and highlight initiatives underway that will make it easier for families to apply for and renew their coverage. It will also describe a collaborative partnership in the City of Rochester, NY to increase insurance coverage for school students and their families.



Objectives

At the conclusion of the presentation, the participants will be able to: 

(1) Describe trends in health insurance coverage in New York State.

(2) Apply available tools to facilitate enrollment in state health insurance programs.

(3) Describe ways that health organizations can collaborate with schools to assist families enroll in health insurance programsEnsuring that all children and adolescents have access to comprehensive affordable health insurance coverage is at the top of Governor Spitzer's health agenda. This session will look at who New York's uninsured are, describe the State's campaign to provide access to health insurance for all children and eligible adults and highlight initiatives underway that will make it easier for families to apply for and renew their coverage. It will also describe a collaborative partnership in the City of Rochester, NY to increase insurance coverage for school students and their families.



Objectives

At the conclusion of the presentation, the participants will be able to: 

(1) Describe trends in health insurance coverage in New York State.

(2) Apply available tools to facilitate enrollment in state health insurance programs.

(3) Describe ways that health organizations can collaborate with schools to assist families enroll in health insurance programsEnsuring that all children and adolescents have access to comprehensive affordable health insurance coverage is at the top of Governor Spitzer's health agenda. This session will look at who New York's uninsured are, describe the State's campaign to provide access to health insurance for all children and eligible adults and highlight initiatives underway that will make it easier for families to apply for and renew their coverage. It will also describe a collaborative partnership in the City of Rochester, NY to increase insurance coverage for school students and their families.



Objectives

At the conclusion of the presentation, the participants will be able to: 

(1) Describe trends in health insurance coverage in New York State.

(2) Apply available tools to facilitate enrollment in state health insurance programs.

(3) Describe ways that health organizations can collaborate with schools to assist families enroll in health insurance programsEnsuring that all children and adolescents have access to comprehensive affordable health insurance coverage is at the top of Governor Spitzer's health agenda. This session will look at who New York's uninsured are, describe the State's campaign to provide access to health insurance for all children and eligible adults and highlight initiatives underway that will make it easier for families to apply for and renew their coverage. It will also describe a collaborative partnership in the City of Rochester, NY to increase insurance coverage for school students and their families.



Objectives

At the conclusion of the presentation, the participants will be able to: 

(1) Describe trends in health insurance coverage in New York State.

(2) Apply available tools to facilitate enrollment in state health insurance programs.

(3) Describe ways that health organizations can collaborate with schools to assist families enroll in health insurance programsEnsuring that all children and adolescents have access to comprehensive affordable health insurance coverage is at the top of Governor Spitzer's health agenda. This session will look at who New York's uninsured are, describe the State's campaign to provide access to health insurance for all children and eligible adults and highlight initiatives underway that will make it easier for families to apply for and renew their coverage. It will also describe a collaborative partnership in the City of Rochester, NY to increase insurance coverage for school students and their families.



Objectives

At the conclusion of the presentation, the participants will be able to: 

(1) Describe trends in health insurance coverage in New York State.

(2) Apply available tools to facilitate enrollment in state health insurance programs.

(3) Describe ways that health organizations can collaborate with schools to assist families enroll in health insurance programsEnsuring that all children and adolescents have access to comprehensive affordable health insurance coverage is at the top of Governor Spitzer's health agenda. This session will look at who New York's uninsured are, describe the State's campaign to provide access to health insurance for all children and eligible adults and highlight initiatives underway that will make it easier for families to apply for and renew their coverage. It will also describe a collaborative partnership in the City of Rochester, NY to increase insurance coverage for school students and their families.



Objectives

At the conclusion of the presentation, the participants will be able to: 

(1) Describe trends in health insurance coverage in New York State.

(2) Apply available tools to facilitate enrollment in state health insurance programs.

(3) Describe ways that health organizations can collaborate with schools to assist families enroll in health insurance programsEnsuring that all children and adolescents have access to comprehensive affordable health insurance coverage is at the top of Governor Spitzer's health agenda. This session will look at who New York's uninsured are, describe the State's campaign to provide access to health insurance for all children and eligible adults and highlight initiatives underway that will make it easier for families to apply for and renew their coverage. It will also describe a collaborative partnership in the City of Rochester, NY to increase insurance coverage for school students and their families.



Objectives

At the conclusion of the presentation, the participants will be able to: 

(1) Describe trends in health insurance coverage in New York State.

(2) Apply available tools to facilitate enrollment in state health insurance programs.

(3) Describe ways that health organizations can collaborate with schools to assist families enroll in health insurance programs",http://www.albany.edu/docs.sph/coned/phlinsurance.htm,1A1,A,5A1,,1B1,,5B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,Web-based Course,Free,1 hour,,2,19,22,0
Diabetes: What's depression got to do with it?,1,"Depression is two times more common in people who have diabetes than in people who do not have the disease. Recent studies have shown a significant correlation between the symptoms of depression and the number and severity of diabetes complications. In addition, total health care expenditures for people with diabetes and depression are 4.5 times higher than for those without depression. This broadcast will provide important information for health professionals about the link between diabetes and depression.",http://www.albany.edu/sph/coned/phldiabetes.htm,1A1,A,5A1,,1B1,,5B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,Web-based Course,Free,1 hour,,4,23,11,0
The Best Friends Approach to Dementia Care,1,"David Troxel, M.P.H. is nationally and internationally known for his writing and teaching in the field of Alzheimer’s disease and long-term care. He has co-authored four books and written numerous articles related to Alzheimer’s care. He has served as Executive Director of the Santa Barbara Alzheimer’s Assoc., a past Executive member of the American Public Health Association, and is a past member of the Ethics Advisory Panel for the US National Alzheimer’s Association. David is also a 1986 alumnus of the UMDNJ-School of Public Health.",http://ophp.umdnj.edu/apreso/ophp/phss/phss070510.htm,1A1,A,6A5,A,6A7,A,6A9,A,5A1,,1B1,,5B1,,6B5,,6B7,,6B9,,,,,,,,,,,,,,,,,,,,,,,,,,,282,Other,Free,1.5 hours,,23,4,6,0
Public Health Detailing: Using the Pharmaceutical Sales Approach to Promote Public Health,1,"Speaker:

Kelly Larson, MPH

Director, Public Health Detailing Program, New York City Department of Health and Mental Hygiene.



Local health departments can promote public health interventions through a program of planned visits to health care providers' offices. This program will provide practical tools from the NYC Department of Health and Mental Hygiene's Public Health Detailing Program, which is modeled on the pharmaceutical sales approach. Program Director Kelly Larson will describe the visit process, the action kits left with providers, evaluation data, and lessons learned, focusing on the program's Contraception and Nurse-Family Partnership campaigns.Speaker:

Kelly Larson, MPH

Director, Public Health Detailing Program, New York City Department of Health and Mental Hygiene.



Local health departments can promote public health interventions through a program of planned visits to health care providers' offices. This program will provide practical tools from the NYC Department of Health and Mental Hygiene's Public Health Detailing Program, which is modeled on the pharmaceutical sales approach. Program Director Kelly Larson will describe the visit process, the action kits left with providers, evaluation data, and lessons learned, focusing on the program's Contraception and Nurse-Family Partnership campaigns.Speaker:

Kelly Larson, MPH

Director, Public Health Detailing Program, New York City Department of Health and Mental Hygiene.



Local health departments can promote public health interventions through a program of planned visits to health care providers' offices. This program will provide practical tools from the NYC Department of Health and Mental Hygiene's Public Health Detailing Program, which is modeled on the pharmaceutical sales approach. Program Director Kelly Larson will describe the visit process, the action kits left with providers, evaluation data, and lessons learned, focusing on the program's Contraception and Nurse-Family Partnership campaigns.Speaker:

Kelly Larson, MPH

Director, Public Health Detailing Program, New York City Department of Health and Mental Hygiene.



Local health departments can promote public health interventions through a program of planned visits to health care providers' offices. This program will provide practical tools from the NYC Department of Health and Mental Hygiene's Public Health Detailing Program, which is modeled on the pharmaceutical sales approach. Program Director Kelly Larson will describe the visit process, the action kits left with providers, evaluation data, and lessons learned, focusing on the program's Contraception and Nurse-Family Partnership campaigns.Speaker:

Kelly Larson, MPH

Director, Public Health Detailing Program, New York City Department of Health and Mental Hygiene.



Local health departments can promote public health interventions through a program of planned visits to health care providers' offices. This program will provide practical tools from the NYC Department of Health and Mental Hygiene's Public Health Detailing Program, which is modeled on the pharmaceutical sales approach. Program Director Kelly Larson will describe the visit process, the action kits left with providers, evaluation data, and lessons learned, focusing on the program's Contraception and Nurse-Family Partnership campaigns.Speaker:

Kelly Larson, MPH

Director, Public Health Detailing Program, New York City Department of Health and Mental Hygiene.



Local health departments can promote public health interventions through a program of planned visits to health care providers' offices. This program will provide practical tools from the NYC Department of Health and Mental Hygiene's Public Health Detailing Program, which is modeled on the pharmaceutical sales approach. Program Director Kelly Larson will describe the visit process, the action kits left with providers, evaluation data, and lessons learned, focusing on the program's Contraception and Nurse-Family Partnership campaigns.",http://www.albany.edu/sph/coned/phldetailing.htm,1A1,A,5A1,,1B1,,5B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,Web-based Course,free,1 hour,,21,33,11,0
Walking to School,1,"Speakers:Mark Fenton, MS, Host of Americ⁡_x0019_s Walking; Diane Kenneally, BS,

Director, Local Programs Bureau

New York State Department of Transportation. Introductions by: Ursula Bauer, PhD,

Director, Division of Chronic Disease Prevention and Adult Health New York State Department of Health.



What one activity can decrease the risk of many chronic diseases, decrease pollution, save fuel, and increase neighborhood safety? Active transportation to school -- walking and bicycling! This presentation will provide an overview of the national Safe Routes to School program, the health benefits of walking and cycling to school, public health’s role in promoting walking and cycling, and efforts underway in New York State to increase walking and cycling to school.Speakers:Mark Fenton, MS, Host of Americ⁡_x0019_s Walking; Diane Kenneally, BS,

Director, Local Programs Bureau

New York State Department of Transportation. Introductions by: Ursula Bauer, PhD,

Director, Division of Chronic Disease Prevention and Adult Health New York State Department of Health.



What one activity can decrease the risk of many chronic diseases, decrease pollution, save fuel, and increase neighborhood safety? Active transportation to school -- walking and bicycling! This presentation will provide an overview of the national Safe Routes to School program, the health benefits of walking and cycling to school, public health’s role in promoting walking and cycling, and efforts underway in New York State to increase walking and cycling to school.Speakers:Mark Fenton, MS, Host of Americ⁡_x0019_s Walking; Diane Kenneally, BS,

Director, Local Programs Bureau

New York State Department of Transportation. Introductions by: Ursula Bauer, PhD,

Director, Division of Chronic Disease Prevention and Adult Health New York State Department of Health.



What one activity can decrease the risk of many chronic diseases, decrease pollution, save fuel, and increase neighborhood safety? Active transportation to school -- walking and bicycling! This presentation will provide an overview of the national Safe Routes to School program, the health benefits of walking and cycling to school, public health’s role in promoting walking and cycling, and efforts underway in New York State to increase walking and cycling to school.Speakers:Mark Fenton, MS, Host of Americ⁡_x0019_s Walking; Diane Kenneally, BS,

Director, Local Programs Bureau

New York State Department of Transportation. Introductions by: Ursula Bauer, PhD,

Director, Division of Chronic Disease Prevention and Adult Health New York State Department of Health.



What one activity can decrease the risk of many chronic diseases, decrease pollution, save fuel, and increase neighborhood safety? Active transportation to school -- walking and bicycling! This presentation will provide an overview of the national Safe Routes to School program, the health benefits of walking and cycling to school, public health’s role in promoting walking and cycling, and efforts underway in New York State to increase walking and cycling to school.Speakers:Mark Fenton, MS, Host of Americ⁡_x0019_s Walking; Diane Kenneally, BS,

Director, Local Programs Bureau

New York State Department of Transportation. Introductions by: Ursula Bauer, PhD,

Director, Division of Chronic Disease Prevention and Adult Health New York State Department of Health.



What one activity can decrease the risk of many chronic diseases, decrease pollution, save fuel, and increase neighborhood safety? Active transportation to school -- walking and bicycling! This presentation will provide an overview of the national Safe Routes to School program, the health benefits of walking and cycling to school, public health’s role in promoting walking and cycling, and efforts underway in New York State to increase walking and cycling to school.Speakers:Mark Fenton, MS, Host of Americ⁡_x0019_s Walking; Diane Kenneally, BS,

Director, Local Programs Bureau

New York State Department of Transportation. Introductions by: Ursula Bauer, PhD,

Director, Division of Chronic Disease Prevention and Adult Health New York State Department of Health.



What one activity can decrease the risk of many chronic diseases, decrease pollution, save fuel, and increase neighborhood safety? Active transportation to school -- walking and bicycling! This presentation will provide an overview of the national Safe Routes to School program, the health benefits of walking and cycling to school, public health’s role in promoting walking and cycling, and efforts underway in New York State to increase walking and cycling to school.",http://www.albany.edu/sph/coned/phlwalk.htm,1A1,A,5A1,,1B1,,5B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,Web-based Course,free,1 hour,,7,29,11,0
