Comp01,Comp01Level,Comp02,Comp02Level,Comp03,Comp03Level,Comp04,Comp04Level,Comp05,Comp05Level,Comp06,Comp06Level,Cost,CourseID,CourseTitle,CourseURL,DateEdited,Description,Duration,Format,SubjArea2,TRAINURL,UserEdited,competency_domain,display,email,id,label,original,subjArea1,subjArea3
3A3.Solicits community-based input from individuals and organizations,A,8A3,A,3A6,A,8A3,A,5A4,A,3A2,A,Free,340,Messenger Chronicles: Be Prepared!,http://www.lowernysphtc.org/content/messenger-chronicles-be-prepared,,"The Messenger Chronicles: Effective communication strategies for difficult conversations presents a new framework for communication in difficult situations. This framework shifts focus away from managing difficult people towards an understanding of the process of difficult conversations and accepting responsibility for ones own performance.Given realistic situations and real-world conversations, learners will experience communication strategies and practical techniques in context.The Messenger Chronicles is organized into a number of modules that simulate realistic conversations. Many of the conversations are split into three sections: Read, Think and Analyze. Learners will read a conversation and then will be asked to think about certain aspects of the conversation by answering questions or engaging in activities. Further information can be gained from an interactive analysis of the conversation. Be Prepared! presents a difficult conversation between an employee and his boss regarding aThe Messenger Chronicles: Effective communication strategies for difficult conversations presents a new framework for communication in difficult situations. This framework shifts focus away from managing difficult people towards an understanding of the process of difficult conversations and accepting responsibility for ones own performance.Given realistic situations and real-world conversations, learners will experience communication strategies and practical techniques in context.The Messenger Chronicles is organized into a number of modules that simulate realistic conversations. Many of the conversations are split into three sections: Read, Think and Analyze. Learners will read a conversation and then will be asked to think about certain aspects of the conversation by answering questions or engaging in activities. Further information can be gained from an interactive analysis of the conversation. Be Prepared! presents a difficult conversation between an employee and his boss regarding aThe Messenger Chronicles: Effective communication strategies for difficult conversations presents a new framework for communication in difficult situations. This framework shifts focus away from managing difficult people towards an understanding of the process of difficult conversations and accepting responsibility for ones own performance.Given realistic situations and real-world conversations, learners will experience communication strategies and practical techniques in context.The Messenger Chronicles is organized into a number of modules that simulate realistic conversations. Many of the conversations are split into three sections: Read, Think and Analyze. Learners will read a conversation and then will be asked to think about certain aspects of the conversation by answering questions or engaging in activities. Further information can be gained from an interactive analysis of the conversation. Be Prepared! presents a difficult conversation between an employee and his boss regarding aThe Messenger Chronicles: Effective communication strategies for difficult conversations presents a new framework for communication in difficult situations. This framework shifts focus away from managing difficult people towards an understanding of the process of difficult conversations and accepting responsibility for ones own performance.Given realistic situations and real-world conversations, learners will experience communication strategies and practical techniques in context.The Messenger Chronicles is organized into a number of modules that simulate realistic conversations. Many of the conversations are split into three sections: Read, Think and Analyze. Learners will read a conversation and then will be asked to think about certain aspects of the conversation by answering questions or engaging in activities. Further information can be gained from an interactive analysis of the conversation. Be Prepared! presents a difficult conversation between an employee and his boss regarding a",1 hour per module,Web-based Course,5,,,Communication Skills,1,,340,Messenger Chronicles: Be Prepared!,0,Health / Risk Communications,20
3A4.Conveys public health information using a variety of approaches,K,3B4,,,,,,,,,,No charge,48,Theory and Practice of Online Learning,http://cde.athabascau.ca/online_book/contents.html,,"Athabasca University offers Theory and Practice of Online Learning, down-loadable as PDF files, which addresses the planning and implementation of an electronic learning program; and is a comprehensive manual on theory, content development, design, delivery, student support, and quality control.  A diverse array of academic and practitioner contributors, active in distance education, include perspectives from the fields of Business, Multimedia, English, Library and Information Studies, and Accounting. Individually, each chapter focuses on the authors specialty as it relates to distance learning, e.g. chapters include copyright issues, supporting asynchronous discussions, and teaching in an online context.  Collectively, these readings provide a comprehensive guide to designing and delivering an effective distance education system.",Several hours of reading,Other,39,,,Communication Skills,1,,48,Theory and Practice of Online Learning,0,Workforce Development,
3A4.Conveys public health information using a variety of approaches,A,2A1,A,3B4,,2B1,,,,,,Free,93,Crisis and Emergency Risk Communication,http://www.albany.edu/sph/coned/t2b2crisisrisk.htm,,"Speaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situationsSpeaker: Barbara Reynolds, MA, Crisis Communication Specialist, CDC Program Description: Since September 11th, the role of the public health professional has become heightened. In a situation of high risk or uncertainty, what is the best way to communicate with the public and other officials? How can we protect people and simultaneously keep panic at a minimum? How can we clearly communicate with law enforcement officials and medical providers in an emergency? This program will provide clear guidelines for communicating in high risk situations",1 Hour,Webstream,41,,,Communication Skills,1,,93,Crisis and Emergency Risk Communication,0,Health / Risk Communications,
3A4.Conveys public health information using a variety of approaches,A,3B4,,,,,,,,,,free,319,Web and Public Health - Internet Applications for Public Health Education : Part 1A,http://ophp.umdnj.edu/OPHPpodcasts/PublicHealthcast/Entries/2009/4/21_PHSS_-_Web_and_Public_Health_-_Internet_Applications_for_Public_Health_Education_Part_1.html,,"The purpose of this presentation is to provide a brief overview of differences between Web to Web 2.0 conceptualization and applications, provide examples Web 2.0 sites of that may be useful to public health professionals, and discuss the potential impact for creating new public health messages and materials. Wireless mobile internet is expanding quickly, so an introduction to the new world of mobile applications will be briefly discussed. Finally the presenter shows how an evolution in the Web or Web 2.0, can be used allowing the public to communicate directly with each other through social-media networks such as Facebook and MySpace and other social networking sites. What are the implications for public health education practice?Speaker:  Lynn Waishwell, Ph.D., MHE, CHES, Assistant Professor and Chair of the Health Education and Behavioral Science, UMDNJ-School of Public HealthThe purpose of this presentation is to provide a brief overview of differences between Web to Web 2.0 conceptualization and applications, provide examples Web 2.0 sites of that may be useful to public health professionals, and discuss the potential impact for creating new public health messages and materials. Wireless mobile internet is expanding quickly, so an introduction to the new world of mobile applications will be briefly discussed. Finally the presenter shows how an evolution in the Web or Web 2.0, can be used allowing the public to communicate directly with each other through social-media networks such as Facebook and MySpace and other social networking sites. What are the implications for public health education practice?Speaker:  Lynn Waishwell, Ph.D., MHE, CHES, Assistant Professor and Chair of the Health Education and Behavioral Science, UMDNJ-School of Public HealthThe purpose of this presentation is to provide a brief overview of differences between Web to Web 2.0 conceptualization and applications, provide examples Web 2.0 sites of that may be useful to public health professionals, and discuss the potential impact for creating new public health messages and materials. Wireless mobile internet is expanding quickly, so an introduction to the new world of mobile applications will be briefly discussed. Finally the presenter shows how an evolution in the Web or Web 2.0, can be used allowing the public to communicate directly with each other through social-media networks such as Facebook and MySpace and other social networking sites. What are the implications for public health education practice?Speaker:  Lynn Waishwell, Ph.D., MHE, CHES, Assistant Professor and Chair of the Health Education and Behavioral Science, UMDNJ-School of Public HealthThe purpose of this presentation is to provide a brief overview of differences between Web to Web 2.0 conceptualization and applications, provide examples Web 2.0 sites of that may be useful to public health professionals, and discuss the potential impact for creating new public health messages and materials. Wireless mobile internet is expanding quickly, so an introduction to the new world of mobile applications will be briefly discussed. Finally the presenter shows how an evolution in the Web or Web 2.0, can be used allowing the public to communicate directly with each other through social-media networks such as Facebook and MySpace and other social networking sites. What are the implications for public health education practice?Speaker:  Lynn Waishwell, Ph.D., MHE, CHES, Assistant Professor and Chair of the Health Education and Behavioral Science, UMDNJ-School of Public HealthThe purpose of this presentation is to provide a brief overview of differences between Web to Web 2.0 conceptualization and applications, provide examples Web 2.0 sites of that may be useful to public health professionals, and discuss the potential impact for creating new public health messages and materials. Wireless mobile internet is expanding quickly, so an introduction to the new world of mobile applications will be briefly discussed. Finally the presenter shows how an evolution in the Web or Web 2.0, can be used allowing the public to communicate directly with each other through social-media networks such as Facebook and MySpace and other social networking sites. What are the implications for public health education practice?Speaker:  Lynn Waishwell, Ph.D., MHE, CHES, Assistant Professor and Chair of the Health Education and Behavioral Science, UMDNJ-School of Public Health",1.5 hours,Web-based Course,21,,,Communication Skills,1,,319,Web and Public Health - Internet Applications for Public Health Education : Part 1A,0,Program Development,
3A4.Conveys public health information using a variety of approaches,A,3B4,,,,,,,,,,free,320,Web and Public Health - Internet Applications for Public Health Education : Part 1B,http://ophp.umdnj.edu/OPHPpodcasts/PublicHealthcast/Entries/2009/4/21_PHSS_-_Web_and_Public_Health_-_Internet_Applications_for_Public_Health_Education_Part_2.html,,"The purpose of this presentation is to provide a brief overview of differences between Web to Web 2.0 conceptualization and applications, provide examples Web 2.0 sites of that may be useful to public health professionals, and discuss the potential impact for creating new public health messages and materials. Wireless mobile internet is expanding quickly, so an introduction to the new world of mobile applications will be briefly discussed. Finally the presenter shows how an evolution in the Web or Web 2.0, can be used allowing the public to communicate directly with each other through social-media networks such as Facebook and MySpace and other social networking sites. What are the implications for public health education practice?Speaker:  Lynn Waishwell, Ph.D., MHE, CHES, Assistant Professor and Chair of the Health Education and Behavioral Science, UMDNJ-School of Public HealthThe purpose of this presentation is to provide a brief overview of differences between Web to Web 2.0 conceptualization and applications, provide examples Web 2.0 sites of that may be useful to public health professionals, and discuss the potential impact for creating new public health messages and materials. Wireless mobile internet is expanding quickly, so an introduction to the new world of mobile applications will be briefly discussed. Finally the presenter shows how an evolution in the Web or Web 2.0, can be used allowing the public to communicate directly with each other through social-media networks such as Facebook and MySpace and other social networking sites. What are the implications for public health education practice?Speaker:  Lynn Waishwell, Ph.D., MHE, CHES, Assistant Professor and Chair of the Health Education and Behavioral Science, UMDNJ-School of Public HealthThe purpose of this presentation is to provide a brief overview of differences between Web to Web 2.0 conceptualization and applications, provide examples Web 2.0 sites of that may be useful to public health professionals, and discuss the potential impact for creating new public health messages and materials. Wireless mobile internet is expanding quickly, so an introduction to the new world of mobile applications will be briefly discussed. Finally the presenter shows how an evolution in the Web or Web 2.0, can be used allowing the public to communicate directly with each other through social-media networks such as Facebook and MySpace and other social networking sites. What are the implications for public health education practice?Speaker:  Lynn Waishwell, Ph.D., MHE, CHES, Assistant Professor and Chair of the Health Education and Behavioral Science, UMDNJ-School of Public HealthThe purpose of this presentation is to provide a brief overview of differences between Web to Web 2.0 conceptualization and applications, provide examples Web 2.0 sites of that may be useful to public health professionals, and discuss the potential impact for creating new public health messages and materials. Wireless mobile internet is expanding quickly, so an introduction to the new world of mobile applications will be briefly discussed. Finally the presenter shows how an evolution in the Web or Web 2.0, can be used allowing the public to communicate directly with each other through social-media networks such as Facebook and MySpace and other social networking sites. What are the implications for public health education practice?Speaker:  Lynn Waishwell, Ph.D., MHE, CHES, Assistant Professor and Chair of the Health Education and Behavioral Science, UMDNJ-School of Public HealthThe purpose of this presentation is to provide a brief overview of differences between Web to Web 2.0 conceptualization and applications, provide examples Web 2.0 sites of that may be useful to public health professionals, and discuss the potential impact for creating new public health messages and materials. Wireless mobile internet is expanding quickly, so an introduction to the new world of mobile applications will be briefly discussed. Finally the presenter shows how an evolution in the Web or Web 2.0, can be used allowing the public to communicate directly with each other through social-media networks such as Facebook and MySpace and other social networking sites. What are the implications for public health education practice?Speaker:  Lynn Waishwell, Ph.D., MHE, CHES, Assistant Professor and Chair of the Health Education and Behavioral Science, UMDNJ-School of Public Health",1.5 hours,Web-based Course,33,,,Communication Skills,1,,320,Web and Public Health - Internet Applications for Public Health Education : Part 1B,0,Marketing,
3A4.Conveys public health information using a variety of approaches,A,3B4,,,,,,,,,,free,326,Promises and Cautions of Information and Communication Technologies for Public Health,http://ophp.umdnj.edu/OPHPpodcasts/PublicHealthcast/Entries/2008/12/17_PHSS_-_Promises_and_Cautions_of_Information_and_Communication_Technologies_for_Public_Health.html,,"This seminar discusses the changing landscape in communication media. Its context is in how Americans use their health literacy skills to seek out, comprehend, evaluate, and use  health information to make informed health choices. Choices that will reduce health risks, reduce inequities in health, and increase quality of life in a variety of settings across the life-course. The discussion will explore what public health agencies are currently doing and opportunities they take to use emerging information and communication technologies to better reach the public.",1.5 hours,Web-based Course,,,,Communication Skills,1,,326,Promises and Cautions of Information and Communication Technologies for Public Health,0,Health / Risk Communications,
3A4.Conveys public health information using a variety of approaches,A,3A6,A,4A1,A,4A2,A,4A3,A,1A1,A,free,349,Outbreak! Mumps,http://www.albany.edu/sph/coned/phl/mumps.htm,,"In June of 2009, a pre-teen boy attending a tradition-observant summer camp in New York State was diagnosed with Mumps.  That index case began the largest U.S. Mumps outbreak since 2006, an outbreak which is still on-going.  Dr. Elizabeth Rausch-Phung, MD, MPH of the New York State Department of Health, Division of Epidemiology, Bureau of Immunization will discuss the history, scope, unique community factors and public health actions to the Mumps outbreak.  The program will also highlight the ongoing public health response activities by both the Orange and Rockland County Health Departments as well as the rationale for providing a 3rd dose of MMR at school-based vaccination clinics in the tradition-observant Jewish community in Orange County.After watching this broadcast participants will be able to:    * Describe the timeline and epidemiology of the current mumps outbreak    * Identify the community factors favoring a mumps outbreak    * Describe the public health actions taken and lessons learneIn June of 2009, a pre-teen boy attending a tradition-observant summer camp in New York State was diagnosed with Mumps.  That index case began the largest U.S. Mumps outbreak since 2006, an outbreak which is still on-going.  Dr. Elizabeth Rausch-Phung, MD, MPH of the New York State Department of Health, Division of Epidemiology, Bureau of Immunization will discuss the history, scope, unique community factors and public health actions to the Mumps outbreak.  The program will also highlight the ongoing public health response activities by both the Orange and Rockland County Health Departments as well as the rationale for providing a 3rd dose of MMR at school-based vaccination clinics in the tradition-observant Jewish community in Orange County.After watching this broadcast participants will be able to:    * Describe the timeline and epidemiology of the current mumps outbreak    * Identify the community factors favoring a mumps outbreak    * Describe the public health actions taken and lessons learneIn June of 2009, a pre-teen boy attending a tradition-observant summer camp in New York State was diagnosed with Mumps.  That index case began the largest U.S. Mumps outbreak since 2006, an outbreak which is still on-going.  Dr. Elizabeth Rausch-Phung, MD, MPH of the New York State Department of Health, Division of Epidemiology, Bureau of Immunization will discuss the history, scope, unique community factors and public health actions to the Mumps outbreak.  The program will also highlight the ongoing public health response activities by both the Orange and Rockland County Health Departments as well as the rationale for providing a 3rd dose of MMR at school-based vaccination clinics in the tradition-observant Jewish community in Orange County.After watching this broadcast participants will be able to:    * Describe the timeline and epidemiology of the current mumps outbreak    * Identify the community factors favoring a mumps outbreak    * Describe the public health actions taken and lessons learne",1 hour,Webstream,5,,,Communication Skills,1,,349,Outbreak! Mumps,0,Infectious Diseases / Immunizations,32
3A4.Conveys public health information using a variety of approaches,A,3A6,A,4A2,A,3B4,,3B6,,4B2,,free,358,Web and Public Health - Internet Applications for Public Health Education : Part 2,http://ophp.umdnj.edu/OPHPpodcasts/PublicHealthcast/Entries/2009/11/4_PHSS_-_Internet_Applications_for_Public_Health_Education_Part_2.html,,"The use of the internet to provide public health information is evolving very quickly. Public Health agencies have traditionally used the internet to disseminate information and create opportunities for individuals to contact agencies directly via the Web. This approach did not allow the members of the public to communicate or learn from each other easily. An evolution in how the Web can be used, or Web 2.0, allows the public to communicate directly with each other through social-media networks such as Facebook and MySpace and other social networking sites. What are the implications for public health education practice? The purpose of this presentation is to provide a continued overview of the differences between Web 1.0 and Web 2.0's conceptualization and applications. Participants will learn to characterize current demographics of social marketing site users and take a look at future trends in its use. The presenter will describe applications of social marketing websites, their tools, and their uses in publ",1.5 hours,Webstream,42,,,Communication Skills,1,,358,Web and Public Health - Internet Applications for Public Health Education : Part 2,0,Marketing,13
3A5.Participates in the development of demographic,K,3B5,A,1A12,A,1B12,A,1A8,,1B8,,free,8,Presenting Health Data,http://www.youtube.com/watch?v=1c41eMOjt_U&feature=plcp,,"Presenter Michael Samuel, DrPH, demonstrates effective ways to present public health data. Part one of this 2-part demonstration deals with general concepts, while part two covers the nuts and bolts of color, graphs and font size. The viewer can expect to learn the primary types of data displays, the appropriate uses for various types of charts and graphs, the importance of scale for the X & Y axis, and common mistakes in axes construction.",,Webstream,,,,Communication Skills,1,,8,Presenting Health Data,0,Health / Risk Communications,
3A6.Applies communication and group dynamic strategies in interactions with individuals and groups,A,5A7,A,6A3,A,1A1,A,6A1,,3B6,,0,109,"First Things First: Defining Local PH Practice for Safer, Healthier Communities",http://www.publichealthgrandrounds.unc.edu/defining/index.htm,,This program will seek to increase awareness of efforts to operationally define local public health agencies and the intended outcomes of this process.,approximately 1 hour,Webstream,20,,,Communication Skills,1,,109,"First Things First: Defining Local PH Practice for Safer, Healthier Communities",0,General Public Health,
3A6.Applies communication and group dynamic strategies in interactions with individuals and groups,K,7A10,K,3B6,,7B11,,,,,,Free,190,Conflict Management,http://lms.southcentralpartnership.org/scphp?productID=prdct000000000001078,,"The purpose of the course is to provide practical, hands on, experience in conflict management. The course will focus on how conflict management can be used in a variety of work settings. The course features an interactive discussion led by an expert in conflict management. At the completion of this course, learners will be able to: (1) define conflict and resolution, (2) know how to structure a conflict management process, and (3) feel more confident about approaching conflicts.",3 hours,Web-based Course,40,,,Communication Skills,1,,190,Conflict Management,0,Management / Leadership,38
3A6.Applies communication and group dynamic strategies in interactions with individuals and groups,A,4A1,A,4A2,A,4A3,A,3B6,,4B1,,Free,220,Practicing Cross Cultural Communication: Hepatitis A Outbreak,http://www.lowernysphtc.org/content/practicing-cross-cultural-communication-hepatitis-outbreak,,"This course consists of three modules. The first module, Hepatitis A Outbreak, is a story of a Hepatitis A outbreak in a Mexican-American community to demonstrate how effective cross-cultural communication can lead to good solutions. The second module, Bamboo Dragon, addresses the enforcement of laws and regulations that protect health and ensure safety. This case study begins with the health inspection of an Asian restaurant. Can the stakeholders overcome the barriers to communication that cultural differences have created? The third and final module, Community Health Workers, focuses on the many facets of organizational culture and how communication can affect an organization. How can three different groups overcome communication challenges to work together? Each module examines the practical application of the Ten Strategies for Effective Cross-Cultural Communication.",1.5-2 hours per module,Web-based Course,40,,,Communication Skills,1,,220,Practicing Cross Cultural Communication: Hepatitis A Outbreak,1,Cultural Competence,
3A6.Applies communication and group dynamic strategies in interactions with individuals and groups,A,4A1,A,4A2,A,4A3,A,3B6,,4B1,,Free,341,Practicing Cross Cultural Communication: The Bamboo Dragon,http://www.lowernysphtc.org/content/practicing-cross-cultural-communication-bamboo-dragon,,"This course consists of three modules. The first module, Hepatitis A Outbreak, is a story of a Hepatitis A outbreak in a Mexican-American community to demonstrate how effective cross-cultural communication can lead to good solutions. The second module, Bamboo Dragon, addresses the enforcement of laws and regulations that protect health and ensure safety. This case study begins with the health inspection of an Asian restaurant. Can the stakeholders overcome the barriers to communication that cultural differences have created? The third and final module, Community Health Workers, focuses on the many facets of organizational culture and how communication can affect an organization. How can three different groups overcome communication challenges to work together? Each module examines the practical application of the Ten Strategies for Effective Cross-Cultural Communication.",1.5-2 hours per module,Web-based Course,40,,,Communication Skills,1,,341,Practicing Cross Cultural Communication: The Bamboo Dragon,1,Cultural Competence,
3A6.Applies communication and group dynamic strategies in interactions with individuals and groups,A,4A1,A,4A2,A,4A3,A,3B6,,4B1,,Free,342,Practicing Cross Cultural Communication: Community Health Worker Program,http://www.lowernysphtc.org/content/practicing-cross-cultural-communication-community-health-worker-program-0,,"This course consists of three modules. The first module, Hepatitis A Outbreak, is a story of a Hepatitis A outbreak in a Mexican-American community to demonstrate how effective cross-cultural communication can lead to good solutions. The second module, Bamboo Dragon, addresses the enforcement of laws and regulations that protect health and ensure safety. This case study begins with the health inspection of an Asian restaurant. Can the stakeholders overcome the barriers to communication that cultural differences have created? The third and final module, Community Health Workers, focuses on the many facets of organizational culture and how communication can affect an organization. How can three different groups overcome communication challenges to work together? Each module examines the practical application of the Ten Strategies for Effective Cross-Cultural Communication.",1.5-2 hours per module,Web-based Course,40,,,Communication Skills,1,,342,Practicing Cross Cultural Communication: Community Health Worker Program,1,Cultural Competence,
3A6.Applies communication and group dynamic strategies in interactions with individuals and groups,A,4A1,A,4A2,A,4A3,A,3B6,,4B1,,,372,Practicing Cross Cultural Communication: Flood,http://www.lowernysphtc.org/content/practicing-cross-cultural-communication-flood,,"Communicate to Make a Difference: Practicing Cross-Cultural Communication is a collection of case studies that examine the practical application of the Ten Strategies for Effective Cross-Cultural Communication, as described in the Exploring Cross-Cultural Communication training. Flood follows the development of a regional flood evacuation plan that includes a very large migrant worker community.  After working through this module, Flood, you will be better able to apply the following skills in your daily work:    * Employ active listening skills.    * Respect cultural differences.    * Avoid stereotyping.    * Be flexible in choosing communication strategies.    * Distinguish cultural perspectives.Communicate to Make a Difference: Practicing Cross-Cultural Communication is a collection of case studies that examine the practical application of the Ten Strategies for Effective Cross-Cultural Communication, as described in the Exploring Cross-Cultural Communication training. Flood follows the development of a regional flood evacuation plan that includes a very large migrant worker community.  After working through this module, Flood, you will be better able to apply the following skills in your daily work:    * Employ active listening skills.    * Respect cultural differences.    * Avoid stereotyping.    * Be flexible in choosing communication strategies.    * Distinguish cultural perspectives.",1 hour,Web-based Course,40,,,Communication Skills,1,,372,Practicing Cross Cultural Communication: Flood,0,Cultural Competence,
3B6.Applies communication and group dynamic strategies in interactions with individuals and groups,K,3A6,K,7A10,K,8A1,K,8A3,K,5A4,K,Free,262,Negotiating Skills for Changing Times,http://lms.southcentralpartnership.org/scphp?productID=prdct000000000001080,,"In today's quickly changing, dynamic, and sometimes-volatile health care environment, negotiation skills are more important than ever before. In this course, participants will learn how to negotiate better agreements and resolve conflicts more effectively, while developing better interprofessional relationships in the process. Other specific topics include: selecting the best negotiation style, how to use time techniques effectively, ways to uncover the other party's hidden agenda, how to neutralize emotionalism, the secret to protecting oneself against poor agreements, how framing and anchoring strategies can help get better outcomes, and when and how to make creative solutions, compromises and concessions. A proven six-step negotiation process is central to this course.",3 hour,Web-based Course,40,,,Communication Skills,1,,262,Negotiating Skills for Changing Times,0,Management / Leadership,38
